cf_head02_lowjoints_shapeanim	0	0	0	0	-4.33567E-13	0	0	1	1	1	1	0	0	0	-4.33567E-13	0	0	1	1	1	2	0	0	0	-4.33567E-13	0	0	1	1	1	3	0	0	0	-4.33567E-13	0	0	1	1	1	4	0	0	0	-4.33567E-13	0	0	1	1	1	5	0	0	0	-4.33567E-13	0	0	1	1	1	6	0	0	0	-4.33567E-13	0	0	1	1	1	7	0	0	0	-4.33567E-13	0	0	1	1	1	8	0	0	0	-4.33567E-13	0	0	1	1	1	9	0	0	0	-4.33567E-13	0	0	1	1	1	10	0	0	0	-4.33567E-13	0	0	1	1	1	11	0	0	0	-4.33567E-13	0	0	1	1	1	12	0	0	0	-4.33567E-13	0	0	1	1	1	13	0	0	0	-4.33567E-13	0	0	1	1	1	14	0	0	0	-4.33567E-13	0	0	1	1	1	15	0	0	0	-4.33567E-13	0	0	1	1	1	16	0	0	0	-4.33567E-13	0	0	1	1	1	17	0	0	0	-4.33567E-13	0	0	1	1	1	18	0	0	0	-4.33567E-13	0	0	1	1	1	19	0	0	0	-4.33567E-13	0	0	1	1	1	20	0	0	0	-4.33567E-13	0	0	1	1	1	21	0	0	0	-4.33567E-13	0	0	1	1	1	22	0	0	0	-4.33567E-13	0	0	1	1	1	23	0	0	0	-4.33567E-13	0	0	1	1	1	24	0	0	0	-4.33567E-13	0	0	1	1	1
cf_s_FaceRoot	0	0	-1.78E-16	3E-18	0	0	0	1	1	1	1	0	-1.78E-16	3E-18	0	0	0	1	1	1	2	0	-1.78E-16	3E-18	0	0	0	1	1	1	3	0	-1.78E-16	3E-18	0	0	0	1	1	1	4	0	-1.78E-16	3E-18	0	0	0	1	1	1	5	0	-1.78E-16	3E-18	0	0	0	1	1	1	6	0	-1.78E-16	3E-18	0	0	0	1	1	1	7	0	-1.78E-16	3E-18	0	0	0	1	1	1	8	0	-1.78E-16	3E-18	0	0	0	1	1	1	9	0	-1.78E-16	3E-18	0	0	0	1	1	1	10	0	-1.78E-16	3E-18	0	0	0	1	1	1	11	0	-1.78E-16	3E-18	0	0	0	1	1	1	12	0	-1.78E-16	3E-18	0	0	0	1	1	1	13	0	-1.78E-16	3E-18	0	0	0	1	1	1	14	0	-1.78E-16	3E-18	0	0	0	1	1	1	15	0	-1.78E-16	3E-18	0	0	0	1	1	1	16	0	-1.78E-16	3E-18	0	0	0	1	1	1	17	0	-1.78E-16	3E-18	0	0	0	1	1	1	18	0	-1.78E-16	3E-18	0	0	0	1	1	1	19	0	-1.78E-16	3E-18	0	0	0	1	1	1	20	0	-1.78E-16	3E-18	0	0	0	1	1	1	21	0	-1.78E-16	3E-18	0	0	0	1	1	1	22	0	-1.78E-16	3E-18	0	0	0	1	1	1	23	0	-1.78E-16	3E-18	0	0	0	1	1	1	24	0	-1.78E-16	3E-18	0	0	0	1	1	1
cf_s_FaceBase	0	0	0.02	0.006	0	0	0	1	1	1	1	0	0.02	0.006	0	0	0	1	1	1	2	0	0.02	0.006	0	0	0	1	1	1	3	0	0.02	0.006	0	0	0	1	1	1	4	0	0.02	0.006	0	0	0	1	1	1	5	0	0.02	0.006	0	0	0	1	1	1	6	0	0.02	0.006	0	0	0	1	1	1	7	0	0.02	0.006	0	0	0	1	1	1	8	0	0.02	0.006	0	0	0	1	1	1	9	0	0.02	0.006	0	0	0	1	1	1	10	0	0.02	0.006	0	0	0	1	1	1	11	0	0.02	0.006	0	0	0	1	1	1	12	0	0.02	0.006	0	0	0	1	1	1	13	0	0.02	0.006	0	0	0	1	1	1	14	0	0.02	0.006	0	0	0	1	1	1	15	0	0.02	0.006	0	0	0	1	1	1	16	0	0.02	0.006	0	0	0	1	1	1	17	0	0.02	0.006	0	0	0	1	1	1	18	0	0.02	0.006	0	0	0	1	1	1	19	0	0.02	0.006	0	0	0	1	1	1	20	0	0.02	0.006	0	0	0	1	1	1	21	0	0.02	0.006	0	0	0	1	1	1	22	0	0.02	0.006	0	0	0	1	1	1	23	0	0.02	0.006	0	0	0	1	1	1	24	0	0.02	0.006	0	0	0	1	1	1
cf_s_FaceBase_sx	0	0	0	3E-18	0	0	0	0.92	1	1	1	0	0	3E-18	0	0	0	0.9266667	1	1	2	0	0	3E-18	0	0	0	0.9333333	1	1	3	0	0	3E-18	0	0	0	0.94	1	1	4	0	0	3E-18	0	0	0	0.9466667	1	1	5	0	0	3E-18	0	0	0	0.9533333	1	1	6	0	0	3E-18	0	0	0	0.96	1	1	7	0	0	3E-18	0	0	0	0.9666667	1	1	8	0	0	3E-18	0	0	0	0.9733334	1	1	9	0	0	3E-18	0	0	0	0.98	1	1	10	0	0	3E-18	0	0	0	0.9866667	1	1	11	0	0	3E-18	0	0	0	0.9933333	1	1	12	0	0	3E-18	0	0	0	1	1	1	13	0	0	3E-18	0	0	0	1.006667	1	1	14	0	0	3E-18	0	0	0	1.013333	1	1	15	0	0	3E-18	0	0	0	1.02	1	1	16	0	0	3E-18	0	0	0	1.026667	1	1	17	0	0	3E-18	0	0	0	1.033333	1	1	18	0	0	3E-18	0	0	0	1.04	1	1	19	0	0	3E-18	0	0	0	1.046667	1	1	20	0	0	3E-18	0	0	0	1.053333	1	1	21	0	0	3E-18	0	0	0	1.06	1	1	22	0	0	3E-18	0	0	0	1.066667	1	1	23	0	0	3E-18	0	0	0	1.073333	1	1	24	0	0	3E-18	0	0	0	1.08	1	1
cf_s_FaceBase_sy	0	0	0	3E-18	0	0	0	1	1	1	1	0	0	3E-18	0	0	0	1	1	1	2	0	0	3E-18	0	0	0	1	1	1	3	0	0	3E-18	0	0	0	1	1	1	4	0	0	3E-18	0	0	0	1	1	1	5	0	0	3E-18	0	0	0	1	1	1	6	0	0	3E-18	0	0	0	1	1	1	7	0	0	3E-18	0	0	0	1	1	1	8	0	0	3E-18	0	0	0	1	1	1	9	0	0	3E-18	0	0	0	1	1	1	10	0	0	3E-18	0	0	0	1	1	1	11	0	0	3E-18	0	0	0	1	1	1	12	0	0	3E-18	0	0	0	1	1	1	13	0	0	3E-18	0	0	0	1	1	1	14	0	0	3E-18	0	0	0	1	1	1	15	0	0	3E-18	0	0	0	1	1	1	16	0	0	3E-18	0	0	0	1	1	1	17	0	0	3E-18	0	0	0	1	1	1	18	0	0	3E-18	0	0	0	1	1	1	19	0	0	3E-18	0	0	0	1	1	1	20	0	0	3E-18	0	0	0	1	1	1	21	0	0	3E-18	0	0	0	1	1	1	22	0	0	3E-18	0	0	0	1	1	1	23	0	0	3E-18	0	0	0	1	1	1	24	0	0	3E-18	0	0	0	1	1	1
cf_s_FaceLow	0	0	-0.0145	0.044	0	0	0	1	1	1	1	0	-0.0145	0.044	0	0	0	1	1	1	2	0	-0.0145	0.044	0	0	0	1	1	1	3	0	-0.0145	0.044	0	0	0	1	1	1	4	0	-0.0145	0.044	0	0	0	1	1	1	5	0	-0.0145	0.044	0	0	0	1	1	1	6	0	-0.0145	0.044	0	0	0	1	1	1	7	0	-0.0145	0.044	0	0	0	1	1	1	8	0	-0.0145	0.044	0	0	0	1	1	1	9	0	-0.0145	0.044	0	0	0	1	1	1	10	0	-0.0145	0.044	0	0	0	1	1	1	11	0	-0.0145	0.044	0	0	0	1	1	1	12	0	-0.0145	0.044	0	0	0	1	1	1	13	0	-0.0145	0.044	0	0	0	1	1	1	14	0	-0.0145	0.044	0	0	0	1	1	1	15	0	-0.0145	0.044	0	0	0	1	1	1	16	0	-0.0145	0.044	0	0	0	1	1	1	17	0	-0.0145	0.044	0	0	0	1	1	1	18	0	-0.0145	0.044	0	0	0	1	1	1	19	0	-0.0145	0.044	0	0	0	1	1	1	20	0	-0.0145	0.044	0	0	0	1	1	1	21	0	-0.0145	0.044	0	0	0	1	1	1	22	0	-0.0145	0.044	0	0	0	1	1	1	23	0	-0.0145	0.044	0	0	0	1	1	1	24	0	-0.0145	0.044	0	0	0	1	1	1
cf_s_FaceDepth	0	0	0.03	-0.01	0	0	0	1	1	1	1	0	0.03	-0.009141202	0	0	0	1	1	1	2	0	0.03	-0.008240741	0	0	0	1	1	1	3	0	0.03	-0.007312499	0	0	0	1	1	1	4	0	0.03	-0.006370369	0	0	0	1	1	1	5	0	0.03	-0.005428241	0	0	0	1	1	1	6	0	0.03	-0.004499999	0	0	0	1	1	1	7	0	0.03	-0.003599535	0	0	0	1	1	1	8	0	0.03	-0.00274074	0	0	0	1	1	1	9	0	0.03	-0.0019375	0	0	0	1	1	1	10	0	0.03	-0.001203703	0	0	0	1	1	1	11	0	0.03	-0.000553241	0	0	0	1	1	1	12	0	0.03	3.62178E-10	0	0	0	1	1	1	13	0	0.03	0.00045949	0	0	0	1	1	1	14	0	0.03	0.000842593	0	0	0	1	1	1	15	0	0.03	0.00115625	0	0	0	1	1	1	16	0	0.03	0.001407407	0	0	0	1	1	1	17	0	0.03	0.001603009	0	0	0	1	1	1	18	0	0.03	0.00175	0	0	0	1	1	1	19	0	0.03	0.001855324	0	0	0	1	1	1	20	0	0.03	0.001925926	0	0	0	1	1	1	21	0	0.03	0.00196875	0	0	0	1	1	1	22	0	0.03	0.001990741	0	0	0	1	1	1	23	0	0.03	0.001998842	0	0	0	1	1	1	24	0	0.03	0.002	0	0	0	1	1	1
cf_s_FaceLow_tz	0	0	0	0.039	0	0	0	1	1	1	1	0	0	0.03941667	0	0	0	1	1	1	2	0	0	0.03983333	0	0	0	1	1	1	3	0	0	0.04025	0	0	0	1	1	1	4	0	0	0.04066667	0	0	0	1	1	1	5	0	0	0.04108333	0	0	0	1	1	1	6	0	0	0.0415	0	0	0	1	1	1	7	0	0	0.04191666	0	0	0	1	1	1	8	0	0	0.04233333	0	0	0	1	1	1	9	0	0	0.04275	0	0	0	1	1	1	10	0	0	0.04316666	0	0	0	1	1	1	11	0	0	0.04358333	0	0	0	1	1	1	12	0	0	0.044	0	0	0	1	1	1	13	0	0	0.04441666	0	0	0	1	1	1	14	0	0	0.04483333	0	0	0	1	1	1	15	0	0	0.04524999	0	0	0	1	1	1	16	0	0	0.04566666	0	0	0	1	1	1	17	0	0	0.04608333	0	0	0	1	1	1	18	0	0	0.0465	0	0	0	1	1	1	19	0	0	0.04691666	0	0	0	1	1	1	20	0	0	0.04733333	0	0	0	1	1	1	21	0	0	0.04775	0	0	0	1	1	1	22	0	0	0.04816666	0	0	0	1	1	1	23	0	0	0.04858333	0	0	0	1	1	1	24	0	0	0.049	0	0	0	1	1	1
cf_s_FaceLow_sx	0	0	0	-6E-18	0	0	0	0.92	1	1	1	0	0	-6E-18	0	0	0	0.9266667	1	1	2	0	0	-6E-18	0	0	0	0.9333333	1	1	3	0	0	-6E-18	0	0	0	0.94	1	1	4	0	0	-6E-18	0	0	0	0.9466667	1	1	5	0	0	-6E-18	0	0	0	0.9533333	1	1	6	0	0	-6E-18	0	0	0	0.96	1	1	7	0	0	-6E-18	0	0	0	0.9666667	1	1	8	0	0	-6E-18	0	0	0	0.9733334	1	1	9	0	0	-6E-18	0	0	0	0.98	1	1	10	0	0	-6E-18	0	0	0	0.9866667	1	1	11	0	0	-6E-18	0	0	0	0.9933333	1	1	12	0	0	-6E-18	0	0	0	1	1	1	13	0	0	-6E-18	0	0	0	1.006667	1	1	14	0	0	-6E-18	0	0	0	1.013333	1	1	15	0	0	-6E-18	0	0	0	1.02	1	1	16	0	0	-6E-18	0	0	0	1.026667	1	1	17	0	0	-6E-18	0	0	0	1.033333	1	1	18	0	0	-6E-18	0	0	0	1.04	1	1	19	0	0	-6E-18	0	0	0	1.046667	1	1	20	0	0	-6E-18	0	0	0	1.053333	1	1	21	0	0	-6E-18	0	0	0	1.06	1	1	22	0	0	-6E-18	0	0	0	1.066667	1	1	23	0	0	-6E-18	0	0	0	1.073333	1	1	24	0	0	-6E-18	0	0	0	1.08	1	1
cf_s_CheekLow_ty	0	0	0.03	0.01	0	0	0	1	1	1	1	0	0.02833333	0.01	0	0	0	1	1	1	2	0	0.02666667	0.01	0	0	0	1	1	1	3	0	0.025	0.01	0	0	0	1	1	1	4	0	0.02333333	0.01	0	0	0	1	1	1	5	0	0.02166666	0.01	0	0	0	1	1	1	6	0	0.02	0.01	0	0	0	1	1	1	7	0	0.01833333	0.01	0	0	0	1	1	1	8	0	0.01666666	0.01	0	0	0	1	1	1	9	0	0.015	0.01	0	0	0	1	1	1	10	0	0.01333333	0.01	0	0	0	1	1	1	11	0	0.01166667	0.01	0	0	0	1	1	1	12	0	0.009999999	0.01	0	0	0	1	1	1	13	0	0.008333335	0.01	0	0	0	1	1	1	14	0	0.006666664	0.01	0	0	0	1	1	1	15	0	0.004999999	0.01	0	0	0	1	1	1	16	0	0.003333335	0.01	0	0	0	1	1	1	17	0	0.001666665	0.01	0	0	0	1	1	1	18	0	-1.08E-16	0.01	0	0	0	1	1	1	19	0	-0.001666665	0.01	0	0	0	1	1	1	20	0	-0.003333335	0.01	0	0	0	1	1	1	21	0	-0.004999999	0.01	0	0	0	1	1	1	22	0	-0.006666664	0.01	0	0	0	1	1	1	23	0	-0.008333337	0.01	0	0	0	1	1	1	24	0	-0.01	0.01	0	0	0	1	1	1
cf_s_CheekLow_tz	0	0	0	-0.005	0	0	0	1	1	1	1	0	0	-0.003749999	0	0	0	1	1	1	2	0	0	-0.0025	0	0	0	1	1	1	3	0	0	-0.00125	0	0	0	1	1	1	4	0	0	1.11005E-09	0	0	0	1	1	1	5	0	0	0.00125	0	0	0	1	1	1	6	0	0	0.0025	0	0	0	1	1	1	7	0	0	0.003750001	0	0	0	1	1	1	8	0	0	0.005	0	0	0	1	1	1	9	0	0	0.00625	0	0	0	1	1	1	10	0	0	0.007500001	0	0	0	1	1	1	11	0	0	0.008749998	0	0	0	1	1	1	12	0	0	0.01	0	0	0	1	1	1	13	0	0	0.01125	0	0	0	1	1	1	14	0	0	0.0125	0	0	0	1	1	1	15	0	0	0.01375	0	0	0	1	1	1	16	0	0	0.015	0	0	0	1	1	1	17	0	0	0.01625	0	0	0	1	1	1	18	0	0	0.0175	0	0	0	1	1	1	19	0	0	0.01875	0	0	0	1	1	1	20	0	0	0.02	0	0	0	1	1	1	21	0	0	0.02125	0	0	0	1	1	1	22	0	0	0.0225	0	0	0	1	1	1	23	0	0	0.02375	0	0	0	1	1	1	24	0	0	0.025	0	0	0	1	1	1
cf_s_CheekLow_tx_L	0	-0.028	-7.11E-16	-1.7E-17	0	0	0	1	1	1	1	-0.02833015	-7.11E-16	-1.7E-17	0	0	0	1	1	1	2	-0.02865509	-7.11E-16	-1.7E-17	0	0	0	1	1	1	3	-0.02897656	-7.11E-16	-1.7E-17	0	0	0	1	1	1	4	-0.0292963	-7.11E-16	-1.7E-17	0	0	0	1	1	1	5	-0.02961603	-7.11E-16	-1.7E-17	0	0	0	1	1	1	6	-0.0299375	-7.11E-16	-1.7E-17	0	0	0	1	1	1	7	-0.03026244	-7.11E-16	-1.7E-17	0	0	0	1	1	1	8	-0.03059259	-7.11E-16	-1.7E-17	0	0	0	1	1	1	9	-0.03092969	-7.11E-16	-1.7E-17	0	0	0	1	1	1	10	-0.03127546	-7.11E-16	-1.7E-17	0	0	0	1	1	1	11	-0.03163165	-7.11E-16	-1.7E-17	0	0	0	1	1	1	12	-0.032	-7.11E-16	-1.7E-17	0	0	0	1	1	1	13	-0.03238165	-7.11E-16	-1.7E-17	0	0	0	1	1	1	14	-0.03277546	-7.11E-16	-1.7E-17	0	0	0	1	1	1	15	-0.03317969	-7.11E-16	-1.7E-17	0	0	0	1	1	1	16	-0.03359259	-7.11E-16	-1.7E-17	0	0	0	1	1	1	17	-0.03401244	-7.11E-16	-1.7E-17	0	0	0	1	1	1	18	-0.0344375	-7.11E-16	-1.7E-17	0	0	0	1	1	1	19	-0.03486603	-7.11E-16	-1.7E-17	0	0	0	1	1	1	20	-0.03529629	-7.11E-16	-1.7E-17	0	0	0	1	1	1	21	-0.03572656	-7.11E-16	-1.7E-17	0	0	0	1	1	1	22	-0.03615509	-7.11E-16	-1.7E-17	0	0	0	1	1	1	23	-0.03658015	-7.11E-16	-1.7E-17	0	0	0	1	1	1	24	-0.037	-7.11E-16	-1.7E-17	0	0	0	1	1	1
cf_s_CheekLow_s_L	0	-6E-18	0	0	0	0	0	1	1	1	1	-6E-18	0	0	0	0	0	1	1	1	2	-6E-18	0	0	0	0	0	1	1	1	3	-6E-18	0	0	0	0	0	1	1	1	4	-6E-18	0	0	0	0	0	1	1	1	5	-6E-18	0	0	0	0	0	1	1	1	6	-6E-18	0	0	0	0	0	1	1	1	7	-6E-18	0	0	0	0	0	1	1	1	8	-6E-18	0	0	0	0	0	1	1	1	9	-6E-18	0	0	0	0	0	1	1	1	10	-6E-18	0	0	0	0	0	1	1	1	11	-6E-18	0	0	0	0	0	1	1	1	12	-6E-18	0	0	0	0	0	1	1	1	13	-6E-18	0	0	0	0	0	1	1	1	14	-6E-18	0	0	0	0	0	1	1	1	15	-6E-18	0	0	0	0	0	1	1	1	16	-6E-18	0	0	0	0	0	1	1	1	17	-6E-18	0	0	0	0	0	1	1	1	18	-6E-18	0	0	0	0	0	1	1	1	19	-6E-18	0	0	0	0	0	1	1	1	20	-6E-18	0	0	0	0	0	1	1	1	21	-6E-18	0	0	0	0	0	1	1	1	22	-6E-18	0	0	0	0	0	1	1	1	23	-6E-18	0	0	0	0	0	1	1	1	24	-6E-18	0	0	0	0	0	1	1	1
